分类,名称,型号,图片数,粒子系统数,独立目录,源包
炮弹,花瓣子弹,school_bullet_huaban,0,0,battle-assets/炮弹/item__school_bullet_huaban,item/school_bullet_huaban
炮弹,板擦炮弹,school_heibancapaodan,1,0,battle-assets/炮弹/item__school_heibancapaodan,item/school_heibancapaodan
炮弹,量角器炮弹,school_liangjiaoqipaodan,1,0,battle-assets/炮弹/item__school_liangjiaoqipaodan,item/school_liangjiaoqipaodan
炮弹,shachenbao_zidan,shachenbao_zidan,0,11,battle-assets/炮弹/item__shachenbao_zidan,item/shachenbao_zidan
炮弹,shaen_miaozhun,shaen_miaozhun,0,5,battle-assets/炮弹/item__shaen_miaozhun,item/shaen_miaozhun
炮弹,shandianzidan,shandianzidan,0,3,battle-assets/炮弹/item__shandianzidan,item/shandianzidan
炮弹,shandianzidanbig,shandianzidanbig,0,5,battle-assets/炮弹/item__shandianzidanbig,item/shandianzidanbig
炮弹,shandianzidanbig_mirror,shandianzidanbig_mirror,0,5,battle-assets/炮弹/item__shandianzidanbig_mirror,item/shandianzidanbig_mirror
炮弹,shandianzidansmall_mirror,shandianzidansmall_mirror,0,5,battle-assets/炮弹/item__shandianzidansmall_mirror,item/shandianzidansmall_mirror
炮弹,shangyou1,shangyou1,1,3,battle-assets/炮弹/item__shangyou1,item/shangyou1
鱼雷,shangyou1a,shangyou1a,1,3,battle-assets/鱼雷/item__shangyou1a,item/shangyou1a
炮弹,shanluan_banjiu,shanluan_banjiu,0,81,battle-assets/炮弹/item__shanluan_banjiu,item/shanluan_banjiu
炮弹,shanluan_feiniao_xiapi,shanluan_feiniao_xiapi,0,44,battle-assets/炮弹/item__shanluan_feiniao_xiapi,item/shanluan_feiniao_xiapi
炮弹,shanluan_feiniao_xuanzhuan,shanluan_feiniao_xuanzhuan,0,75,battle-assets/炮弹/item__shanluan_feiniao_xuanzhuan,item/shanluan_feiniao_xuanzhuan
炮弹,shanluan_feiniao_youzhan,shanluan_feiniao_youzhan,0,6,battle-assets/炮弹/item__shanluan_feiniao_youzhan,item/shanluan_feiniao_youzhan
炮弹,shanluan_feiniao_zuozhan,shanluan_feiniao_zuozhan,0,6,battle-assets/炮弹/item__shanluan_feiniao_zuozhan,item/shanluan_feiniao_zuozhan
炮弹,shanluan_xuebugui_bingqiang,shanluan_xuebugui_bingqiang,2,64,battle-assets/炮弹/item__shanluan_xuebugui_bingqiang,item/shanluan_xuebugui_bingqiang
炮弹,shanluan_xuebugui_bingqiang_enemy,shanluan_xuebugui_bingqiang_enemy,2,64,battle-assets/炮弹/item__shanluan_xuebugui_bingqiang_enemy,item/shanluan_xuebugui_bingqiang_enemy
炮弹,shanluan_xuebugui_bingzhui,shanluan_xuebugui_bingzhui,0,3,battle-assets/炮弹/item__shanluan_xuebugui_bingzhui,item/shanluan_xuebugui_bingzhui
其他战斗特效,shanluan_xuequan_laser01,shanluan_xuequan_laser01,0,31,battle-assets/其他战斗特效/item__shanluan_xuequan_laser01,item/shanluan_xuequan_laser01
炮弹,shanluan_xuequan_laser02,shanluan_xuequan_laser02,0,21,battle-assets/炮弹/item__shanluan_xuequan_laser02,item/shanluan_xuequan_laser02
炮弹,shanluan_xuequan_longjuanfeng,shanluan_xuequan_longjuanfeng,0,71,battle-assets/炮弹/item__shanluan_xuequan_longjuanfeng,item/shanluan_xuequan_longjuanfeng
炮弹,shanluan_xuequan_longjuanfeng_big,shanluan_xuequan_longjuanfeng_big,0,71,battle-assets/炮弹/item__shanluan_xuequan_longjuanfeng_big,item/shanluan_xuequan_longjuanfeng_big
炮弹,shanluan_yan_lianxuzhuaji,shanluan_yan_lianxuzhuaji,4,61,battle-assets/炮弹/item__shanluan_yan_lianxuzhuaji,item/shanluan_yan_lianxuzhuaji
炮弹,shanluan_zi_feidao,shanluan_zi_feidao,0,1,battle-assets/炮弹/item__shanluan_zi_feidao,item/shanluan_zi_feidao
炮弹,shengdiyage_big,shengdiyage_big,0,1,battle-assets/炮弹/item__shengdiyage_big,item/shengdiyage_big
炮弹,shengdiyage_xiao,shengdiyage_xiao,0,2,battle-assets/炮弹/item__shengdiyage_xiao,item/shengdiyage_xiao
炮弹,shengmading_yumao,shengmading_yumao,1,0,battle-assets/炮弹/item__shengmading_yumao,item/shengmading_yumao
炮弹,shengtafei_xingxing,shengtafei_xingxing,1,1,battle-assets/炮弹/item__shengtafei_xingxing,item/shengtafei_xingxing
炮弹,shengwang_zhuanwu,shengwang_zhuanwu,3,84,battle-assets/炮弹/item__shengwang_zhuanwu,item/shengwang_zhuanwu
炮弹,shenyuan1_yingguang,shenyuan1_yingguang,1,1,battle-assets/炮弹/item__shenyuan1_yingguang,item/shenyuan1_yingguang
炮弹,shenyuan1_yingguang_trail,shenyuan1_yingguang_trail,1,1,battle-assets/炮弹/item__shenyuan1_yingguang_trail,item/shenyuan1_yingguang_trail
炮弹,shenyuanbullet1,shenyuanbullet1,1,0,battle-assets/炮弹/item__shenyuanbullet1,item/shenyuanbullet1
炮弹,shenyuanbullet10,shenyuanbullet10,1,1,battle-assets/炮弹/item__shenyuanbullet10,item/shenyuanbullet10
炮弹,shenyuanbullet11,shenyuanbullet11,1,2,battle-assets/炮弹/item__shenyuanbullet11,item/shenyuanbullet11
炮弹,shenyuanbullet12,shenyuanbullet12,1,0,battle-assets/炮弹/item__shenyuanbullet12,item/shenyuanbullet12
鱼雷,shenyuanbullet13,shenyuanbullet13,1,2,battle-assets/鱼雷/item__shenyuanbullet13,item/shenyuanbullet13
鱼雷,shenyuanbullet14,shenyuanbullet14,1,2,battle-assets/鱼雷/item__shenyuanbullet14,item/shenyuanbullet14
鱼雷,shenyuanbullet15,shenyuanbullet15,1,2,battle-assets/鱼雷/item__shenyuanbullet15,item/shenyuanbullet15
炮弹,shenyuanbullet16,shenyuanbullet16,1,1,battle-assets/炮弹/item__shenyuanbullet16,item/shenyuanbullet16
炮弹,shenyuanbullet17,shenyuanbullet17,1,2,battle-assets/炮弹/item__shenyuanbullet17,item/shenyuanbullet17
炮弹,shenyuanbullet18,shenyuanbullet18,1,0,battle-assets/炮弹/item__shenyuanbullet18,item/shenyuanbullet18
炮弹,shenyuanbullet19,shenyuanbullet19,1,2,battle-assets/炮弹/item__shenyuanbullet19,item/shenyuanbullet19
炮弹,shenyuanbullet2,shenyuanbullet2,1,1,battle-assets/炮弹/item__shenyuanbullet2,item/shenyuanbullet2
炮弹,shenyuanbullet3,shenyuanbullet3,1,2,battle-assets/炮弹/item__shenyuanbullet3,item/shenyuanbullet3
鱼雷,shenyuanbullet4,shenyuanbullet4,1,2,battle-assets/鱼雷/item__shenyuanbullet4,item/shenyuanbullet4
炮弹,shenyuanbullet5,shenyuanbullet5,0,1,battle-assets/炮弹/item__shenyuanbullet5,item/shenyuanbullet5
炮弹,shenyuanbullet6,shenyuanbullet6,1,2,battle-assets/炮弹/item__shenyuanbullet6,item/shenyuanbullet6
炮弹,shenyuanbullet7,shenyuanbullet7,1,0,battle-assets/炮弹/item__shenyuanbullet7,item/shenyuanbullet7
炮弹,shenyuanbullet8,shenyuanbullet8,1,1,battle-assets/炮弹/item__shenyuanbullet8,item/shenyuanbullet8
炮弹,shi_bullet,shi_bullet,1,0,battle-assets/炮弹/item__shi_bullet,item/shi_bullet
炮弹,shi_bullet_m,shi_bullet_m,1,0,battle-assets/炮弹/item__shi_bullet_m,item/shi_bullet_m
炮弹,shi_huoqiu,shi_huoqiu,0,2,battle-assets/炮弹/item__shi_huoqiu,item/shi_huoqiu
炮弹,shiex_shadow,shiex_shadow,1,2,battle-assets/炮弹/item__shiex_shadow,item/shiex_shadow
炮弹,shikongxuanwo,shikongxuanwo,0,5,battle-assets/炮弹/item__shikongxuanwo,item/shikongxuanwo
炮弹,shikongxuanwo_blue,shikongxuanwo_blue,0,5,battle-assets/炮弹/item__shikongxuanwo_blue,item/shikongxuanwo_blue
鱼雷,shikongxuanwo_danmu,shikongxuanwo_danmu,0,5,battle-assets/鱼雷/item__shikongxuanwo_danmu,item/shikongxuanwo_danmu
炮弹,shiqikuangsan_fenzhenzidan,shiqikuangsan_fenzhenzidan,1,3,battle-assets/炮弹/item__shiqikuangsan_fenzhenzidan,item/shiqikuangsan_fenzhenzidan
炮弹,shiqikuangsan_shizhenzidan,shiqikuangsan_shizhenzidan,2,3,battle-assets/炮弹/item__shiqikuangsan_shizhenzidan,item/shiqikuangsan_shizhenzidan
炮弹,shixiang_dazhao_pikan,shixiang_dazhao_pikan,5,133,battle-assets/炮弹/item__shixiang_dazhao_pikan,item/shixiang_dazhao_pikan
炮弹,shixiang_zisedaoguang,shixiang_zisedaoguang,2,2,battle-assets/炮弹/item__shixiang_zisedaoguang,item/shixiang_zisedaoguang
炮弹,shizijia_faxi,shizijia_faxi,0,0,battle-assets/炮弹/item__shizijia_faxi,item/shizijia_faxi
炮弹,shizijia_faxi_2,shizijia_faxi_2,0,0,battle-assets/炮弹/item__shizijia_faxi_2,item/shizijia_faxi_2
炮弹,shouzhangzidan,shouzhangzidan,1,2,battle-assets/炮弹/item__shouzhangzidan,item/shouzhangzidan
炮弹,shuidizidan01,shuidizidan01,1,0,battle-assets/炮弹/item__shuidizidan01,item/shuidizidan01
炮弹,shuidizidan02,shuidizidan02,1,0,battle-assets/炮弹/item__shuidizidan02,item/shuidizidan02
炮弹,shuidizidan03,shuidizidan03,1,0,battle-assets/炮弹/item__shuidizidan03,item/shuidizidan03
炮弹,shuidizidan04,shuidizidan04,1,0,battle-assets/炮弹/item__shuidizidan04,item/shuidizidan04
炮弹,shuidizidan05,shuidizidan05,1,0,battle-assets/炮弹/item__shuidizidan05,item/shuidizidan05
炮弹,shuidizidan06,shuidizidan06,1,0,battle-assets/炮弹/item__shuidizidan06,item/shuidizidan06
鱼雷,shuilei01,shuilei01,1,2,battle-assets/鱼雷/item__shuilei01,item/shuilei01
其他战斗特效,shuilei02,shuilei02,1,0,battle-assets/其他战斗特效/item__shuilei02,item/shuilei02
炮弹,shuimuzidan,shuimuzidan,0,7,battle-assets/炮弹/item__shuimuzidan,item/shuimuzidan
炮弹,shuimuzidan02,shuimuzidan02,0,11,battle-assets/炮弹/item__shuimuzidan02,item/shuimuzidan02
其他战斗特效,slg_hunluan,slg_hunluan,0,13,battle-assets/其他战斗特效/item__slg_hunluan,item/slg_hunluan
炮弹,元宝炮弹,sprfes_bullet_jinyuanbao,0,0,battle-assets/炮弹/item__sprfes_bullet_jinyuanbao,item/sprfes_bullet_jinyuanbao
炮弹,柑橘子弹,sprfes_bullet_juzi,0,0,battle-assets/炮弹/item__sprfes_bullet_juzi,item/sprfes_bullet_juzi
炮弹,鞭炮炮弹,sprfes_bullet_paozhang,0,0,battle-assets/炮弹/item__sprfes_bullet_paozhang,item/sprfes_bullet_paozhang
炮弹,铜板子弹,sprfes_bullet_tongban,0,0,battle-assets/炮弹/item__sprfes_bullet_tongban,item/sprfes_bullet_tongban
鱼雷,红包鱼雷,sprfes_torpedo_hongbao,1,2,battle-assets/鱼雷/item__sprfes_torpedo_hongbao,item/sprfes_torpedo_hongbao
鱼雷,中国结鱼雷,sprfes_torpedo_zhongguojie,0,2,battle-assets/鱼雷/item__sprfes_torpedo_zhongguojie,item/sprfes_torpedo_zhongguojie
炮弹,suolian,suolian,2,1,battle-assets/炮弹/item__suolian,item/suolian
炮弹,suolian_green,suolian_green,2,5,battle-assets/炮弹/item__suolian_green,item/suolian_green
炮弹,suolian_green_short,suolian_green_short,2,1,battle-assets/炮弹/item__suolian_green_short,item/suolian_green_short
炮弹,suolian_long,suolian_long,2,5,battle-assets/炮弹/item__suolian_long,item/suolian_long
炮弹,suweiai_bingkuai01,suweiai_bingkuai01,1,13,battle-assets/炮弹/item__suweiai_bingkuai01,item/suweiai_bingkuai01
炮弹,suweiai_bingkuai02,suweiai_bingkuai02,1,12,battle-assets/炮弹/item__suweiai_bingkuai02,item/suweiai_bingkuai02
炮弹,tashigan_elf,tashigan_elf,0,0,battle-assets/炮弹/item__tashigan_elf,item/tashigan_elf
炮弹,tianxiezuo_bullet,tianxiezuo_bullet,1,3,battle-assets/炮弹/item__tianxiezuo_bullet,item/tianxiezuo_bullet
炮弹,tolove_zhanlangjian,tolove_zhanlangjian,5,98,battle-assets/炮弹/item__tolove_zhanlangjian,item/tolove_zhanlangjian
其他战斗特效,tolove_zhizhuwang,tolove_zhizhuwang,0,2,battle-assets/其他战斗特效/item__tolove_zhizhuwang,item/tolove_zhizhuwang
鱼雷,torpedo01,torpedo01,1,1,battle-assets/鱼雷/item__torpedo01,item/torpedo01
鱼雷,torpedo02,torpedo02,1,2,battle-assets/鱼雷/item__torpedo02,item/torpedo02
鱼雷,拐杖糖鱼雷,torpedo_guaizhangtang,1,2,battle-assets/鱼雷/item__torpedo_guaizhangtang,item/torpedo_guaizhangtang
鱼雷,海豹鱼雷,torpedo_haibao,0,2,battle-assets/鱼雷/item__torpedo_haibao,item/torpedo_haibao
鱼雷,小海豹鱼雷,torpedo_mantou,0,2,battle-assets/鱼雷/item__torpedo_mantou,item/torpedo_mantou
鱼雷,铅笔鱼雷,torpedo_pencil,1,2,battle-assets/鱼雷/item__torpedo_pencil,item/torpedo_pencil
鱼雷,像素鱼雷,torpedo_pixel,1,2,battle-assets/鱼雷/item__torpedo_pixel,item/torpedo_pixel
鱼雷,圣诞树鱼雷,torpedo_shengdanshu,0,2,battle-assets/鱼雷/item__torpedo_shengdanshu,item/torpedo_shengdanshu
鱼雷,竖笛鱼雷,torpedo_shudi,1,2,battle-assets/鱼雷/item__torpedo_shudi,item/torpedo_shudi
鱼雷,torpedo_vampire,torpedo_vampire,1,2,battle-assets/鱼雷/item__torpedo_vampire,item/torpedo_vampire
鱼雷,橡皮擦鱼雷,torpedo_xiangpi,1,2,battle-assets/鱼雷/item__torpedo_xiangpi,item/torpedo_xiangpi
鱼雷,咸鱼鱼雷,torpedo_xianyu,0,2,battle-assets/鱼雷/item__torpedo_xianyu,item/torpedo_xianyu
鱼雷,竹片鱼雷,torpedo_xinnian,1,2,battle-assets/鱼雷/item__torpedo_xinnian,item/torpedo_xinnian
鱼雷,torpedoairjp,torpedoairjp,1,2,battle-assets/鱼雷/item__torpedoairjp,item/torpedoairjp
鱼雷,torpedoairjp_tantiao,torpedoairjp_tantiao,1,2,battle-assets/鱼雷/item__torpedoairjp_tantiao,item/torpedoairjp_tantiao
鱼雷,torpedoairus,torpedoairus,1,2,battle-assets/鱼雷/item__torpedoairus,item/torpedoairus
鱼雷,tuowei_daodan,tuowei_daodan,1,4,battle-assets/鱼雷/item__tuowei_daodan,item/tuowei_daodan
其他战斗特效,u2501-shuimu,u2501-shuimu,3,3,battle-assets/其他战斗特效/item__u2501-shuimu,item/u2501-shuimu
炮弹,unknownv_mal_bullet,unknownv_mal_bullet,1,0,battle-assets/炮弹/item__unknownv_mal_bullet,item/unknownv_mal_bullet
炮弹,unknownv_mal_bulletn,unknownv_mal_bulletn,1,0,battle-assets/炮弹/item__unknownv_mal_bulletn,item/unknownv_mal_bulletn
鱼雷,unknownv_mal_yulei,unknownv_mal_yulei,1,1,battle-assets/鱼雷/item__unknownv_mal_yulei,item/unknownv_mal_yulei
鱼雷,unknownv_mal_yulein,unknownv_mal_yulein,1,1,battle-assets/鱼雷/item__unknownv_mal_yulein,item/unknownv_mal_yulein
鱼雷,unknownv_sairenyulei,unknownv_sairenyulei,2,2,battle-assets/鱼雷/item__unknownv_sairenyulei,item/unknownv_sairenyulei
炮弹,val_bullet1,val_bullet1,1,2,battle-assets/炮弹/item__val_bullet1,item/val_bullet1
炮弹,val_bullet2,val_bullet2,1,2,battle-assets/炮弹/item__val_bullet2,item/val_bullet2
炮弹,weixu_baojian_dajian_huixuan,weixu_baojian_dajian_huixuan,1,0,battle-assets/炮弹/item__weixu_baojian_dajian_huixuan,item/weixu_baojian_dajian_huixuan
鱼雷,weixu_baojian_daodan,weixu_baojian_daodan,1,3,battle-assets/鱼雷/item__weixu_baojian_daodan,item/weixu_baojian_daodan
炮弹,weixu_baojian_jianqi,weixu_baojian_jianqi,2,0,battle-assets/炮弹/item__weixu_baojian_jianqi,item/weixu_baojian_jianqi
炮弹,weixu_baojian_jianqi_ban,weixu_baojian_jianqi_ban,1,2,battle-assets/炮弹/item__weixu_baojian_jianqi_ban,item/weixu_baojian_jianqi_ban
炮弹,wg21,wg21,1,4,battle-assets/炮弹/item__wg21,item/wg21
炮弹,wuheqinli_huoyanzidan,wuheqinli_huoyanzidan,3,2,battle-assets/炮弹/item__wuheqinli_huoyanzidan,item/wuheqinli_huoyanzidan
炮弹,wuzang_laser,wuzang_laser,1,5,battle-assets/炮弹/item__wuzang_laser,item/wuzang_laser
其他战斗特效,wuzang_luolei,wuzang_luolei,0,5,battle-assets/其他战斗特效/item__wuzang_luolei,item/wuzang_luolei
其他战斗特效,wuzang_luolei_2,wuzang_luolei_2,0,5,battle-assets/其他战斗特效/item__wuzang_luolei_2,item/wuzang_luolei_2
炮弹,wuzang_luolei_3,wuzang_luolei_3,1,3,battle-assets/炮弹/item__wuzang_luolei_3,item/wuzang_luolei_3
其他战斗特效,wuzang_luolei_beiji,wuzang_luolei_beiji,0,6,battle-assets/其他战斗特效/item__wuzang_luolei_beiji,item/wuzang_luolei_beiji
炮弹,wuzang_zhanji,wuzang_zhanji,2,0,battle-assets/炮弹/item__wuzang_zhanji,item/wuzang_zhanji
炮弹,wuzang_zhanlangjian,wuzang_zhanlangjian,4,98,battle-assets/炮弹/item__wuzang_zhanlangjian,item/wuzang_zhanlangjian
炮弹,xia_bullet,xia_bullet,1,1,battle-assets/炮弹/item__xia_bullet,item/xia_bullet
炮弹,xiafei_baiseyumao,xiafei_baiseyumao,0,1,battle-assets/炮弹/item__xiafei_baiseyumao,item/xiafei_baiseyumao
炮弹,xiafei_heiseyumao,xiafei_heiseyumao,1,1,battle-assets/炮弹/item__xiafei_heiseyumao,item/xiafei_heiseyumao
炮弹,xiafei_hunheyumao,xiafei_hunheyumao,1,1,battle-assets/炮弹/item__xiafei_hunheyumao,item/xiafei_hunheyumao
炮弹,xiangdi_zidan,xiangdi_zidan,1,0,battle-assets/炮弹/item__xiangdi_zidan,item/xiangdi_zidan
炮弹,xiaochaijun_aixing,xiaochaijun_aixing,0,1,battle-assets/炮弹/item__xiaochaijun_aixing,item/xiaochaijun_aixing
炮弹,xiaochaijun_maozhua,xiaochaijun_maozhua,0,2,battle-assets/炮弹/item__xiaochaijun_maozhua,item/xiaochaijun_maozhua
炮弹,xiaochaijun_xingxing,xiaochaijun_xingxing,1,1,battle-assets/炮弹/item__xiaochaijun_xingxing,item/xiaochaijun_xingxing
其他战斗特效,xiaowuzang_zhanlangjian,xiaowuzang_zhanlangjian,4,98,battle-assets/其他战斗特效/item__xiaowuzang_zhanlangjian,item/xiaowuzang_zhanlangjian
炮弹,xiefeierdezhuanwuzidan,xiefeierdezhuanwuzidan,1,1,battle-assets/炮弹/item__xiefeierdezhuanwuzidan,item/xiefeierdezhuanwuzidan
炮弹,xiliansi_bullet,xiliansi_bullet,2,0,battle-assets/炮弹/item__xiliansi_bullet,item/xiliansi_bullet
炮弹,xiliansi_miehuoqi,xiliansi_miehuoqi,1,0,battle-assets/炮弹/item__xiliansi_miehuoqi,item/xiliansi_miehuoqi
炮弹,xingxingzidan01,xingxingzidan01,0,1,battle-assets/炮弹/item__xingxingzidan01,item/xingxingzidan01
炮弹,xingxingzidan02,xingxingzidan02,0,1,battle-assets/炮弹/item__xingxingzidan02,item/xingxingzidan02
炮弹,xingxingzidan03,xingxingzidan03,0,1,battle-assets/炮弹/item__xingxingzidan03,item/xingxingzidan03
炮弹,xingxingzidan04,xingxingzidan04,0,1,battle-assets/炮弹/item__xingxingzidan04,item/xingxingzidan04
炮弹,xingxingzidan05,xingxingzidan05,1,1,battle-assets/炮弹/item__xingxingzidan05,item/xingxingzidan05
炮弹,星云子弹(黄),xingyunzidan01,1,2,battle-assets/炮弹/item__xingyunzidan01,item/xingyunzidan01
炮弹,星云子弹(蓝),xingyunzidan02,1,2,battle-assets/炮弹/item__xingyunzidan02,item/xingyunzidan02
炮弹,xingyunzidan03,xingyunzidan03,0,1,battle-assets/炮弹/item__xingyunzidan03,item/xingyunzidan03
炮弹,xinnong_katana,xinnong_katana,1,1,battle-assets/炮弹/item__xinnong_katana,item/xinnong_katana
炮弹,xinzexi01,xinzexi01,1,0,battle-assets/炮弹/item__xinzexi01,item/xinzexi01
炮弹,xinzexi02,xinzexi02,2,0,battle-assets/炮弹/item__xinzexi02,item/xinzexi02
炮弹,xinzexi03,xinzexi03,1,4,battle-assets/炮弹/item__xinzexi03,item/xinzexi03
炮弹,xinzimudan,xinzimudan,10,4,battle-assets/炮弹/item__xinzimudan,item/xinzimudan
炮弹,xiusidunjiguang,xiusidunjiguang,0,13,battle-assets/炮弹/item__xiusidunjiguang,item/xiusidunjiguang
炮弹,yaerweite_huixuanbiao,yaerweite_huixuanbiao,1,2,battle-assets/炮弹/item__yaerweite_huixuanbiao,item/yaerweite_huixuanbiao
炮弹,yaerweite_touqiang,yaerweite_touqiang,1,1,battle-assets/炮弹/item__yaerweite_touqiang,item/yaerweite_touqiang
炮弹,yalisangna_kuashe,yalisangna_kuashe,1,0,battle-assets/炮弹/item__yalisangna_kuashe,item/yalisangna_kuashe
炮弹,yanzhan_dajian,yanzhan_dajian,3,20,battle-assets/炮弹/item__yanzhan_dajian,item/yanzhan_dajian
鱼雷,yi14_huayulei,yi14_huayulei,1,3,battle-assets/鱼雷/item__yi14_huayulei,item/yi14_huayulei
鱼雷,yichui_zhanji,yichui_zhanji,0,0,battle-assets/鱼雷/item__yichui_zhanji,item/yichui_zhanji
炮弹,yilishabai_meta,yilishabai_meta,0,18,battle-assets/炮弹/item__yilishabai_meta,item/yilishabai_meta
其他战斗特效,yilisi_jiguang,yilisi_jiguang,4,14,battle-assets/其他战斗特效/item__yilisi_jiguang,item/yilisi_jiguang
炮弹,yinggelahan_xingxing01,yinggelahan_xingxing01,1,0,battle-assets/炮弹/item__yinggelahan_xingxing01,item/yinggelahan_xingxing01
炮弹,yinggelahan_xingxing02,yinggelahan_xingxing02,1,0,battle-assets/炮弹/item__yinggelahan_xingxing02,item/yinggelahan_xingxing02
炮弹,yingguangzidan01,yingguangzidan01,1,1,battle-assets/炮弹/item__yingguangzidan01,item/yingguangzidan01
炮弹,yingguangzidan02,yingguangzidan02,1,1,battle-assets/炮弹/item__yingguangzidan02,item/yingguangzidan02
炮弹,yingguangzidan03,yingguangzidan03,1,1,battle-assets/炮弹/item__yingguangzidan03,item/yingguangzidan03
炮弹,yingguangzidan04,yingguangzidan04,1,1,battle-assets/炮弹/item__yingguangzidan04,item/yingguangzidan04
鱼雷,yinxingyulei,yinxingyulei,1,4,battle-assets/鱼雷/item__yinxingyulei,item/yinxingyulei
其他战斗特效,youmiya_dazhaojiguang,youmiya_dazhaojiguang,4,18,battle-assets/其他战斗特效/item__youmiya_dazhaojiguang,item/youmiya_dazhaojiguang
炮弹,youmiya_hongzidan,youmiya_hongzidan,1,2,battle-assets/炮弹/item__youmiya_hongzidan,item/youmiya_hongzidan
炮弹,youmiya_modaoshu01,youmiya_modaoshu01,0,31,battle-assets/炮弹/item__youmiya_modaoshu01,item/youmiya_modaoshu01
炮弹,yuanyizhezhi_juemieguangjian,yuanyizhezhi_juemieguangjian,1,0,battle-assets/炮弹/item__yuanyizhezhi_juemieguangjian,item/yuanyizhezhi_juemieguangjian
其他战斗特效,yucha,yucha,1,3,battle-assets/其他战斗特效/item__yucha,item/yucha
炮弹,yuekecheng_hua,yuekecheng_hua,1,2,battle-assets/炮弹/item__yuekecheng_hua,item/yuekecheng_hua
炮弹,yuekecheng_huaban,yuekecheng_huaban,0,1,battle-assets/炮弹/item__yuekecheng_huaban,item/yuekecheng_huaban
炮弹,yuerenjie_xingxingzidan01,yuerenjie_xingxingzidan01,2,0,battle-assets/炮弹/item__yuerenjie_xingxingzidan01,item/yuerenjie_xingxingzidan01
炮弹,yuhei01,yuhei01,1,0,battle-assets/炮弹/item__yuhei01,item/yuhei01
鱼雷,晃悠悠鱼雷,yulei_ai_faku,1,1,battle-assets/鱼雷/item__yulei_ai_faku,item/yulei_ai_faku
鱼雷,yulei_ai_faku2,yulei_ai_faku2,1,1,battle-assets/鱼雷/item__yulei_ai_faku2,item/yulei_ai_faku2
鱼雷,领带鱼雷,yulei_ai_lingdai,1,1,battle-assets/鱼雷/item__yulei_ai_lingdai,item/yulei_ai_lingdai
鱼雷,荧光棒鱼雷,yulei_ai_yingyuan,1,1,battle-assets/鱼雷/item__yulei_ai_yingyuan,item/yulei_ai_yingyuan
鱼雷,法老权杖鱼雷,yulei_aijifazhang,1,1,battle-assets/鱼雷/item__yulei_aijifazhang,item/yulei_aijifazhang
鱼雷,甜心鱼雷,yulei_aixin,1,10,battle-assets/鱼雷/item__yulei_aixin,item/yulei_aixin
鱼雷,yulei_aixin_low,yulei_aixin_low,1,5,battle-assets/鱼雷/item__yulei_aixin_low,item/yulei_aixin_low
鱼雷,yulei_aoliege,yulei_aoliege,1,4,battle-assets/鱼雷/item__yulei_aoliege,item/yulei_aoliege
鱼雷,鱼雷:奥陌陌,yulei_aomomo,1,1,battle-assets/鱼雷/item__yulei_aomomo,item/yulei_aomomo
鱼雷,小金人鱼雷,yulei_aosika,1,1,battle-assets/鱼雷/item__yulei_aosika,item/yulei_aosika
鱼雷,嘭嘭爆米花鱼雷,yulei_baomihua,2,0,battle-assets/鱼雷/item__yulei_baomihua,item/yulei_baomihua
鱼雷,贝壳风铃鱼雷,yulei_beikefengling,1,1,battle-assets/鱼雷/item__yulei_beikefengling,item/yulei_beikefengling
鱼雷,贝斯鱼雷,yulei_beisi,1,1,battle-assets/鱼雷/item__yulei_beisi,item/yulei_beisi
鱼雷,笔记本鱼雷,yulei_bijiben,1,1,battle-assets/鱼雷/item__yulei_bijiben,item/yulei_bijiben
鱼雷,冰棍鱼雷,yulei_bingbang,1,2,battle-assets/鱼雷/item__yulei_bingbang,item/yulei_bingbang
鱼雷,冰霜魔爪鱼雷,yulei_bingmozhua,1,6,battle-assets/鱼雷/item__yulei_bingmozhua,item/yulei_bingmozhua
鱼雷,Gelato鱼雷,yulei_bingqilin,1,1,battle-assets/鱼雷/item__yulei_bingqilin,item/yulei_bingqilin
鱼雷,祭祀匕首鱼雷,yulei_bishou,1,1,battle-assets/鱼雷/item__yulei_bishou,item/yulei_bishou
鱼雷,彩画笔刷鱼雷,yulei_bishua,1,1,battle-assets/鱼雷/item__yulei_bishua,item/yulei_bishua
鱼雷,随波逐流鱼雷 ,yulei_bolang,1,0,battle-assets/鱼雷/item__yulei_bolang,item/yulei_bolang
鱼雷,热情菠萝鱼雷,yulei_boluo_doa,1,0,battle-assets/鱼雷/item__yulei_boluo_doa,item/yulei_boluo_doa
鱼雷,补光灯鱼雷,yulei_buguangbang,1,1,battle-assets/鱼雷/item__yulei_buguangbang,item/yulei_buguangbang
鱼雷,测试加速器鱼雷,yulei_ceshizhe,1,0,battle-assets/鱼雷/item__yulei_ceshizhe,item/yulei_ceshizhe
鱼雷,茶杯小妖鱼雷,yulei_chabei,1,1,battle-assets/鱼雷/item__yulei_chabei,item/yulei_chabei
鱼雷,柴火鱼雷,yulei_chaihuo,1,1,battle-assets/鱼雷/item__yulei_chaihuo,item/yulei_chaihuo
鱼雷,长焦镜头鱼雷,yulei_changjiaojingtou,1,1,battle-assets/鱼雷/item__yulei_changjiaojingtou,item/yulei_changjiaojingtou
鱼雷,太阳神之矛鱼雷,yulei_changmao,1,1,battle-assets/鱼雷/item__yulei_changmao,item/yulei_changmao
鱼雷,冲浪板鱼雷,yulei_chonglangban,1,1,battle-assets/鱼雷/item__yulei_chonglangban,item/yulei_chonglangban
